model,type,family,run_idx,sentence,reason
qwen3-30b-a3b,LLM,qwen,17,The shadow the spy the agent the guard vanished.,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,17,The silence the listener the watcher the observer vanished.,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,17,The memory the historian the scholar the archivist vanished.,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,17,The light the beacon the guide the signal vanished.,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,17,The hope the leader the mentor the guide vanished.,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,18,The project the leader the team member the consultant planned executed reviewed completed.,wrong length: 13 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,19,"The detective entered the abandoned mansion, assuming the role of a curious historian.",wrong length: 13 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,19,"Inside, she discovered a hidden chamber where a librarian was cataloging ancient texts, pretending to be a ghost.",relative pronoun: where
qwen3-30b-a3b,LLM,qwen,19,"The librarian, in turn, revealed a mirror that reflected not the room, but a different world where a traveler was waiting to be summoned.",relative pronoun: where
qwen3-30b-a3b,LLM,qwen,19,"The traveler stepped through the mirror, erasing the librarian from existence as they merged into a single entity.",wrong length: 18 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,19,"With the traveler now fully present, the detective vanished, absorbed into the narrative of the world beyond the mirror.",wrong length: 19 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,23,A chef prepares a piece of raw meat on a cutting board.,"pos 2 is ""prepares"", expected det (the/a)"
qwen3-30b-a3b,LLM,qwen,23,A cook slices the meat into thin strips and places it in a bowl.,coordination (and/or)
qwen3-30b-a3b,LLM,qwen,23,A server carries the bowl to the dining table and sets it before a guest.,coordination (and/or)
qwen3-30b-a3b,LLM,qwen,23,"The guest uses chopsticks to eat the meat, reducing it to small fragments.",wrong length: 13 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,23,"As the last bite is consumed, the plate is empty and the item has disappeared.",coordination (and/or)
qwen3-30b-a3b,LLM,qwen,28,The shadow the guard the watcher the watcher the guard vanished.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,28,The silence the spy the sentinel the watcher the spy vanished.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,28,The echo the messenger the courier the courier the messenger vanished.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,28,The light the priest the sage the sage the priest vanished.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,28,The memory the historian the archivist the archivist the historian vanished.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,30,The cat the chef the waiter the manager ordered the food the drink the dessert the meal.,wrong length: 17 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,30,The dog the teacher the student the parent laughed the cry the run the jump the dance.,wrong length: 17 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,30,The bird the pilot the passenger the crew flew the plane the sky the route the destination the landing.,wrong length: 19 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,30,The book the author the editor the publisher released the story the chapter the page the ending the review.,wrong length: 19 words (expected 12 or 15)
qwen3-30b-a3b,LLM,qwen,30,The car the driver the passenger the mechanic fixed the engine the brake the tire the transmission the road.,wrong length: 19 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,1,The sun moon stars planets shone glittered danced floated,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,1,The river stream waterfall lake flowed splashed gurgled sparkled,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,1,The book page chapter story read explored understood enjoyed,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,1,The car engine wheel tire drove accelerated braked honked,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,1,The teacher student class lesson taught explained answered encouraged,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,2,Team the Manager the Designer the Developer leads creates builds tests.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,2,Team the Manager the Designer the Developer leads designs develops tests.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,2,Team the Manager the Designer the Developer leads collaborates codes reviews.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,2,Team the Manager the Designer the Developer leads coordinates prototypes validates.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,2,Team the Manager the Designer the Developer leads innovates implements evaluates.,wrong length: 11 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,7,The detective observes the shadow vanish into the mist.,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,7,The scientist discovers the shadow's hidden pattern in the data.,wrong length: 10 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,7,The child watches the shadow fade away completely.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,7,The detective tracks the shadow's movement across the city.,wrong length: 9 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,7,The scientist explains how shadows vanish under certain light conditions.,wrong length: 10 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,15,The sun shines brightly.,wrong length: 4 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,15,The tree grows slowly.,wrong length: 4 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,15,The bird flies high.,wrong length: 4 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,15,The river flows steadily.,wrong length: 4 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,15,The sun shines and the bird flies.,coordination (and/or)
qwen3-30b-a3b-think,LRM,qwen,17,Alice ran.,wrong length: 2 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,17,Bob jumped.,wrong length: 2 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,17,Charlie sang.,wrong length: 2 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,17,Diana danced.,wrong length: 2 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,17,They all celebrated together.,wrong length: 4 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,21,apple banana orange grape run jump eat sleep.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,21,car truck bus train drive fly park stop.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,21,book pen paper pencil write draw read type.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,21,sun moon star planet shine glow travel orbit.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,21,water fire air earth boil burn cool freeze.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,24,The cat jumped over the fence.,wrong length: 6 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,24,The book opened by itself.,wrong length: 5 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,24,The car rolled down the hill.,wrong length: 6 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,24,The cat sang a cheerful tune.,wrong length: 6 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,24,The book jumped onto the table.,wrong length: 6 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,27,dog cat bird fish run jump swim bark.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,27,car truck bus plane drive fly stop park.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,27,book pen paper pencil write draw read copy.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,27,water fire air earth boil burn melt freeze.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,27,sun moon star planet shine glow orbit circle.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,29,apple banana orange grape run jump eat sleep.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,29,car truck bus train drive fly park stop.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,29,book pen paper pencil write draw read type.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,29,sun moon star planet shine glow travel orbit.,wrong length: 8 words (expected 12 or 15)
qwen3-30b-a3b-think,LRM,qwen,29,water fire air earth boil burn cool freeze.,wrong length: 8 words (expected 12 or 15)
